"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2018-2020",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
Highland,S12000017,Male,30 to 34,48.94,48.53,49.35,36.72,34.53,38.90,75.03,,,,,,,,,,,,,,,,
Highland,S12000017,Male,35 to 39,44.45,44.06,44.84,32.58,30.53,34.64,73.31,,,,,,,,,,,,,,,,
Highland,S12000017,Male,40 to 44,39.92,39.55,40.28,28.54,26.57,30.50,71.49,,,,,,,,,,,,,,,,
Highland,S12000017,Male,45 to 49,35.52,35.18,35.86,24.68,22.83,26.53,69.48,,,,,,,,,,,,,,,,
Highland,S12000017,Male,50 to 54,31.12,30.80,31.44,20.93,19.32,22.54,67.27,,,,,,,,,,,,,,,,
Highland,S12000017,Male,55 to 59,26.82,26.52,27.13,17.44,15.90,18.98,65.02,,,,,,,,,,,,,,,,
Highland,S12000017,Male,60 to 64,22.62,22.32,22.91,14.13,12.65,15.61,62.48,,,,,,,,,,,,,,,,
Highland,S12000017,Male,65 to 69,18.69,18.41,18.97,11.20,9.74,12.67,59.95,,,,,,,,,,,,,,,,
Highland,S12000017,Male,70 to 74,14.98,14.71,15.24,8.55,7.06,10.03,57.07,,,,,,,,,,,,,,,,
Highland,S12000017,Male,75 to 79,11.61,11.35,11.87,6.27,4.69,7.85,54.00,,,,,,,,,,,,,,,,
Highland,S12000017,Male,80 to 84,8.50,8.24,8.75,4.30,2.78,5.82,50.61,,,,,,,,,,,,,,,,
Highland,S12000017,Male,85 to 89,6.11,5.83,6.38,2.90,1.62,4.19,47.57,,,,,,,,,,,,,,,,
Highland,S12000017,Male,90+,4.33,3.94,4.72,2.04,0.79,3.29,47.07,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,<1,78.59,77.83,79.35,59.38,56.91,61.85,75.56,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,1 to 4,77.92,77.22,78.61,58.63,56.15,61.11,75.24,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,5 to 9,73.92,73.22,74.61,54.63,52.15,57.11,73.90,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,10 to 14,68.98,68.30,69.66,49.83,47.38,52.28,72.24,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,15 to 19,64.03,63.36,64.71,45.28,42.91,47.66,70.72,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,20 to 24,59.03,58.36,59.71,40.96,38.71,43.20,69.38,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,25 to 29,54.21,53.56,54.86,36.89,34.80,38.99,68.06,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,30 to 34,49.47,48.85,50.10,33.03,31.01,35.04,66.76,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,35 to 39,44.68,44.08,45.29,29.16,27.24,31.08,65.25,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,40 to 44,40.12,39.55,40.69,25.73,23.91,27.55,64.13,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,45 to 49,35.54,35.01,36.08,22.39,20.67,24.11,62.99,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,50 to 54,30.95,30.44,31.46,19.20,17.57,20.83,62.04,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,55 to 59,26.58,26.09,27.06,16.28,14.75,17.80,61.24,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,60 to 64,22.30,21.84,22.76,13.45,12.02,14.88,60.30,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,65 to 69,18.28,17.85,18.72,10.92,9.55,12.28,59.70,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,70 to 74,14.63,14.23,15.03,8.87,7.52,10.22,60.62,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,75 to 79,11.39,11.02,11.76,7.05,5.70,8.40,61.90,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,80 to 84,8.52,8.18,8.87,5.19,3.89,6.49,60.89,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,85 to 89,6.13,5.79,6.47,3.49,2.37,4.61,56.97,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Female,90+,4.28,3.84,4.71,2.18,1.09,3.27,51.08,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,<1,74.30,73.47,75.14,54.36,51.61,57.11,73.16,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,1 to 4,73.45,72.64,74.26,53.54,50.78,56.29,72.89,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,5 to 9,69.51,68.72,70.31,49.88,47.18,52.57,71.75,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,10 to 14,64.51,63.72,65.31,45.29,42.71,47.87,70.20,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,15 to 19,59.66,58.87,60.44,40.87,38.43,43.32,68.51,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,20 to 24,54.85,54.08,55.61,36.57,34.30,38.85,66.68,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,25 to 29,50.15,49.41,50.89,32.46,30.25,34.67,64.72,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,30 to 34,45.56,44.85,46.27,28.52,26.41,30.64,62.60,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,35 to 39,41.02,40.35,41.70,24.74,22.72,26.76,60.31,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,40 to 44,36.47,35.83,37.12,21.10,19.17,23.04,57.86,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,45 to 49,32.42,31.85,32.99,17.90,16.07,19.73,55.22,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,50 to 54,28.30,27.78,28.82,14.84,13.19,16.49,52.45,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,55 to 59,24.21,23.73,24.69,11.98,10.38,13.58,49.49,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,60 to 64,20.08,19.61,20.54,9.29,7.76,10.81,46.25,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,65 to 69,16.30,15.87,16.73,6.95,5.45,8.44,42.62,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,70 to 74,12.80,12.40,13.20,4.96,3.43,6.48,38.73,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,75 to 79,9.60,9.23,9.98,3.30,1.67,4.93,34.41,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,80 to 84,6.99,6.63,7.35,2.06,0.56,3.56,29.44,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,85 to 89,4.96,4.57,5.34,1.15,0.01,2.30,23.30,,,,,,,,,,,,,,,,
Inverclyde,S12000018,Male,90+,3.76,3.18,4.35,0.61,-0.36,1.59,16.33,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,<1,81.17,80.54,81.81,63.67,60.93,66.42,78.44,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,1 to 4,80.33,79.71,80.94,62.89,60.14,65.64,78.30,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,5 to 9,76.33,75.71,76.94,59.30,56.59,62.01,77.69,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,10 to 14,71.33,70.71,71.94,54.83,52.18,57.47,76.87,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,15 to 19,66.33,65.71,66.94,50.38,47.81,52.96,75.97,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,20 to 24,61.46,60.87,62.06,46.07,43.56,48.57,74.95,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,25 to 29,56.55,55.96,57.13,41.76,39.32,44.20,73.86,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,30 to 34,51.58,50.99,52.16,37.47,35.11,39.82,72.65,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,35 to 39,46.81,46.25,47.38,33.39,31.11,35.68,71.34,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,40 to 44,42.06,41.51,42.61,29.42,27.17,31.66,69.95,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,45 to 49,37.35,36.83,37.88,25.58,23.43,27.73,68.49,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,50 to 54,32.75,32.25,33.26,21.94,19.87,24.01,66.99,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,55 to 59,28.26,27.78,28.75,18.48,16.46,20.50,65.37,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,60 to 64,23.88,23.41,24.35,15.17,13.22,17.12,63.53,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,65 to 69,19.55,19.10,19.99,12.09,10.18,14.00,61.88,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,70 to 74,15.76,15.34,16.18,9.48,7.53,11.44,60.17,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,75 to 79,12.07,11.67,12.47,7.06,5.01,9.10,58.45,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,80 to 84,8.78,8.40,9.17,4.99,3.49,6.50,56.87,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,85 to 89,6.41,6.01,6.81,3.44,2.13,4.76,53.70,,,,,,,,,,,,,,,,
Midlothian,S12000019,Female,90+,4.29,3.78,4.80,2.11,0.89,3.33,49.18,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,<1,77.44,76.70,78.19,58.59,54.72,62.46,75.65,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,1 to 4,76.64,75.91,77.36,57.98,54.11,61.85,75.66,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,5 to 9,72.64,71.91,73.36,54.99,51.36,58.62,75.70,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,10 to 14,67.68,66.96,68.40,51.17,47.92,54.42,75.61,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,15 to 19,62.68,61.96,63.40,47.27,44.45,50.10,75.43,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,20 to 24,57.80,57.09,58.51,43.44,41.10,45.79,75.16,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,25 to 29,53.29,52.63,53.96,39.85,37.70,41.99,74.77,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,30 to 34,48.58,47.95,49.22,36.03,34.01,38.04,74.16,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,35 to 39,43.94,43.33,44.55,32.22,30.29,34.16,73.34,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,40 to 44,39.39,38.81,39.97,28.51,26.63,30.39,72.38,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,45 to 49,34.96,34.41,35.51,24.83,23.02,26.65,71.04,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,50 to 54,30.40,29.87,30.93,21.11,19.36,22.86,69.43,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,55 to 59,25.96,25.45,26.47,17.60,15.95,19.25,67.80,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,60 to 64,21.78,21.29,22.26,14.37,12.80,15.94,65.99,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,65 to 69,17.88,17.43,18.34,11.62,10.13,13.11,65.00,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,70 to 74,14.20,13.77,14.63,8.86,7.38,10.34,62.40,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,75 to 79,10.77,10.35,11.19,6.45,5.01,7.89,59.90,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,80 to 84,7.71,7.30,8.12,4.33,2.92,5.74,56.15,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,85 to 89,5.72,5.27,6.17,3.06,1.82,4.30,53.49,,,,,,,,,,,,,,,,
Midlothian,S12000019,Male,90+,3.94,3.30,4.57,2.20,1.06,3.34,55.86,,,,,,,,,,,,,,,,
Moray,S12000020,Female,<1,81.82,81.15,82.49,62.56,59.98,65.14,76.46,,,,,,,,,,,,,,,,
Moray,S12000020,Female,1 to 4,80.95,80.31,81.60,61.88,59.29,64.46,76.43,,,,,,,,,,,,,,,,
Moray,S12000020,Female,5 to 9,77.02,76.39,77.65,58.72,56.23,61.21,76.24,,,,,,,,,,,,,,,,
Moray,S12000020,Female,10 to 14,72.02,71.39,72.65,54.59,52.23,56.96,75.80,,,,,,,,,,,,,,,,
Moray,S12000020,Female,15 to 19,67.06,66.43,67.68,50.41,48.17,52.65,75.17,,,,,,,,,,,,,,,,
Moray,S12000020,Female,20 to 24,62.15,61.54,62.76,46.22,44.10,48.33,74.37,,,,,,,,,,,,,,,,
Moray,S12000020,Female,25 to 29,57.28,56.68,57.88,42.04,40.04,44.05,73.40,,,,,,,,,,,,,,,,
Moray,S12000020,Female,30 to 34,52.52,51.95,53.09,37.92,35.99,39.86,72.20,,,,,,,,,,,,,,,,
Moray,S12000020,Female,35 to 39,47.67,47.11,48.23,33.73,31.86,35.59,70.75,,,,,,,,,,,,,,,,
Moray,S12000020,Female,40 to 44,42.83,42.28,43.37,29.54,27.74,31.35,68.98,,,,,,,,,,,,,,,,
Moray,S12000020,Female,45 to 49,38.25,37.74,38.77,25.62,23.89,27.35,66.98,,,,,,,,,,,,,,,,
Moray,S12000020,Female,50 to 54,33.66,33.16,34.15,21.79,20.12,23.46,64.75,,,,,,,,,,,,,,,,
Moray,S12000020,Female,55 to 59,29.08,28.61,29.56,18.08,16.47,19.69,62.16,,,,,,,,,,,,,,,,
Moray,S12000020,Female,60 to 64,24.67,24.22,25.12,14.64,13.09,16.19,59.35,,,,,,,,,,,,,,,,
Moray,S12000020,Female,65 to 69,20.32,19.89,20.76,11.31,9.80,12.82,55.66,,,,,,,,,,,,,,,,
Moray,S12000020,Female,70 to 74,16.40,15.99,16.81,8.44,6.97,9.92,51.46,,,,,,,,,,,,,,,,
Moray,S12000020,Female,75 to 79,12.70,12.31,13.09,5.94,4.47,7.42,46.81,,,,,,,,,,,,,,,,
Moray,S12000020,Female,80 to 84,9.51,9.13,9.89,3.89,2.51,5.27,40.90,,,,,,,,,,,,,,,,
Moray,S12000020,Female,85 to 89,6.90,6.51,7.29,2.47,1.31,3.64,35.84,,,,,,,,,,,,,,,,
Moray,S12000020,Female,90+,4.80,4.30,5.29,1.41,0.33,2.48,29.32,,,,,,,,,,,,,,,,
Moray,S12000020,Male,<1,78.93,78.19,79.66,61.56,58.91,64.21,78.00,,,,,,,,,,,,,,,,
Moray,S12000020,Male,1 to 4,78.28,77.60,78.97,60.90,58.24,63.57,77.80,,,,,,,,,,,,,,,,
Moray,S12000020,Male,5 to 9,74.28,73.60,74.97,57.23,54.59,59.87,77.05,,,,,,,,,,,,,,,,
Moray,S12000020,Male,10 to 14,69.28,68.60,69.97,52.59,49.98,55.19,75.90,,,,,,,,,,,,,,,,
Moray,S12000020,Male,15 to 19,64.32,63.64,65.00,48.04,45.47,50.61,74.68,,,,,,,,,,,,,,,,
Moray,S12000020,Male,20 to 24,59.44,58.77,60.11,43.63,41.11,46.16,73.41,,,,,,,,,,,,,,,,
Moray,S12000020,Male,25 to 29,54.67,54.02,55.32,39.43,36.98,41.88,72.12,,,,,,,,,,,,,,,,
Moray,S12000020,Male,30 to 34,50.08,49.47,50.70,35.31,33.28,37.34,70.50,,,,,,,,,,,,,,,,
Moray,S12000020,Male,35 to 39,45.48,44.90,46.07,31.17,29.19,33.16,68.53,,,,,,,,,,,,,,,,
Moray,S12000020,Male,40 to 44,40.82,40.27,41.38,26.98,25.16,28.80,66.09,,,,,,,,,,,,,,,,
Moray,S12000020,Male,45 to 49,36.17,35.64,36.71,22.68,20.89,24.46,62.69,,,,,,,,,,,,,,,,
Moray,S12000020,Male,50 to 54,31.55,31.04,32.07,18.57,16.82,20.32,58.85,,,,,,,,,,,,,,,,
Moray,S12000020,Male,55 to 59,27.20,26.71,27.69,14.99,13.34,16.64,55.11,,,,,,,,,,,,,,,,
Moray,S12000020,Male,60 to 64,22.86,22.39,23.34,11.61,10.03,13.19,50.78,,,,,,,,,,,,,,,,
Moray,S12000020,Male,65 to 69,18.74,18.28,19.19,9.01,7.61,10.41,48.11,,,,,,,,,,,,,,,,
Moray,S12000020,Male,70 to 74,15.03,14.59,15.46,6.53,5.13,7.92,43.45,,,,,,,,,,,,,,,,
Moray,S12000020,Male,75 to 79,11.55,11.13,11.98,4.28,2.92,5.64,37.05,,,,,,,,,,,,,,,,
Moray,S12000020,Male,80 to 84,8.68,8.26,9.11,2.57,1.37,3.76,29.57,,,,,,,,,,,,,,,,
Moray,S12000020,Male,85 to 89,6.48,6.00,6.95,1.98,0.92,3.04,30.61,,,,,,,,,,,,,,,,
Moray,S12000020,Male,90+,4.71,4.05,5.36,1.66,0.54,2.77,35.22,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,<1,83.03,81.86,84.21,67.52,63.76,71.29,81.32,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,1 to 4,82.30,81.25,83.36,66.88,63.11,70.66,81.26,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,5 to 9,78.30,77.25,79.36,63.42,59.72,67.12,80.99,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,10 to 14,73.30,72.25,74.36,59.07,55.48,62.66,80.58,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,15 to 19,68.30,67.25,69.36,54.69,51.21,58.17,80.07,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,20 to 24,63.47,62.47,64.47,50.45,47.07,53.83,79.48,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,25 to 29,58.47,57.47,59.47,46.08,42.95,49.20,78.80,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,30 to 34,53.47,52.47,54.47,41.72,38.89,44.54,78.01,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,35 to 39,48.60,47.63,49.57,37.49,35.01,39.97,77.13,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,40 to 44,44.03,43.14,44.91,33.53,31.29,35.77,76.15,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,45 to 49,39.03,38.14,39.91,29.29,27.28,31.31,75.06,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,50 to 54,34.37,33.52,35.21,25.37,23.44,27.31,73.83,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,55 to 59,30.02,29.24,30.80,21.77,19.90,23.63,72.50,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,60 to 64,25.42,24.67,26.16,18.05,16.26,19.84,71.02,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,65 to 69,21.06,20.36,21.76,14.61,12.87,16.35,69.37,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,70 to 74,16.89,16.24,17.54,11.41,9.73,13.08,67.55,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,75 to 79,12.86,12.25,13.47,8.42,6.75,10.09,65.45,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,80 to 84,9.62,9.07,10.18,6.09,4.40,7.78,63.25,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,85 to 89,6.47,5.95,6.99,3.93,2.55,5.32,60.81,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Female,90+,4.00,3.40,4.60,2.31,1.11,3.50,57.72,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,<1,78.58,77.34,79.82,68.33,65.24,71.43,86.96,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,1 to 4,77.58,76.34,78.82,67.33,64.24,70.43,86.80,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,5 to 9,73.58,72.34,74.82,63.33,60.24,66.43,86.08,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,10 to 14,68.58,67.34,69.82,58.33,55.24,61.43,85.06,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,15 to 19,63.58,62.34,64.82,53.40,50.32,56.48,83.99,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,20 to 24,58.74,57.54,59.94,48.72,45.68,51.77,82.95,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,25 to 29,53.89,52.73,55.06,44.15,41.25,47.06,81.93,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,30 to 34,49.05,47.92,50.18,39.69,36.99,42.40,80.93,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,35 to 39,44.17,43.06,45.28,35.32,32.72,37.91,79.96,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,40 to 44,39.70,38.68,40.72,31.38,28.96,33.80,79.04,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,45 to 49,35.04,34.06,36.01,27.38,25.07,29.68,78.14,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,50 to 54,30.50,29.56,31.43,23.56,21.36,25.77,77.27,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,55 to 59,26.27,25.38,27.15,20.06,17.87,22.25,76.38,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,60 to 64,22.12,21.28,22.97,16.72,14.57,18.87,75.56,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,65 to 69,17.88,17.05,18.70,13.35,11.19,15.51,74.70,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,70 to 74,14.42,13.63,15.22,10.66,8.45,12.87,73.89,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,75 to 79,11.62,10.81,12.42,8.51,6.01,11.00,73.22,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,80 to 84,8.73,7.90,9.56,6.30,3.53,9.08,72.24,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,85 to 89,6.66,5.67,7.65,4.74,2.22,7.26,71.20,,,,,,,,,,,,,,,,
Na h-Eileanan Siar,S12000013,Male,90+,5.81,4.31,7.31,4.07,0.94,7.20,70.02,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,<1,80.10,79.54,80.66,54.04,51.50,56.57,67.46,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,1 to 4,79.29,78.76,79.82,53.39,50.85,55.93,67.33,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,5 to 9,75.33,74.81,75.85,50.31,47.81,52.81,66.78,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,10 to 14,70.33,69.81,70.85,46.40,43.97,48.82,65.97,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,15 to 19,65.39,64.88,65.91,42.52,40.17,44.87,65.02,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,20 to 24,60.45,59.95,60.96,38.67,36.39,40.95,63.97,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,25 to 29,55.61,55.12,56.10,34.93,32.86,37.01,62.82,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,30 to 34,50.80,50.32,51.27,31.28,29.31,33.26,61.58,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,35 to 39,46.01,45.55,46.47,27.69,25.82,29.56,60.18,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,40 to 44,41.39,40.96,41.83,24.25,22.47,26.03,58.58,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,45 to 49,36.68,36.27,37.10,20.85,19.15,22.55,56.84,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,50 to 54,32.18,31.79,32.57,17.66,16.07,19.25,54.88,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,55 to 59,27.74,27.37,28.11,14.66,13.19,16.13,52.84,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,60 to 64,23.40,23.05,23.76,11.85,10.46,13.24,50.65,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,65 to 69,19.39,19.05,19.72,9.34,7.99,10.69,48.19,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,70 to 74,15.55,15.24,15.86,7.01,5.71,8.32,45.11,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,75 to 79,12.01,11.71,12.30,5.07,3.77,6.38,42.24,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,80 to 84,8.82,8.53,9.10,3.44,2.32,4.55,38.96,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,85 to 89,6.20,5.91,6.50,2.23,1.32,3.13,35.88,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Female,90+,4.55,4.17,4.94,1.53,0.63,2.44,33.65,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,<1,75.30,74.65,75.94,57.42,54.95,59.89,76.26,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,1 to 4,74.47,73.84,75.09,56.62,54.15,59.09,76.03,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,5 to 9,70.54,69.92,71.16,52.96,50.51,55.41,75.08,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,10 to 14,65.57,64.96,66.19,48.39,45.98,50.79,73.79,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,15 to 19,60.65,60.05,61.26,43.89,41.53,46.25,72.36,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,20 to 24,55.84,55.24,56.43,39.47,37.16,41.79,70.69,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,25 to 29,50.95,50.36,51.53,35.13,32.90,37.36,68.96,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,30 to 34,46.35,45.79,46.92,31.12,29.01,33.23,67.13,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,35 to 39,41.69,41.15,42.23,27.24,25.34,29.15,65.35,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,40 to 44,37.45,36.96,37.95,23.72,21.99,25.45,63.33,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,45 to 49,33.34,32.90,33.77,20.30,18.67,21.94,60.90,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,50 to 54,29.18,28.78,29.58,16.97,15.41,18.54,58.16,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,55 to 59,25.01,24.64,25.38,13.88,12.39,15.38,55.50,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,60 to 64,20.80,20.45,21.15,11.01,9.61,12.41,52.93,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,65 to 69,16.94,16.62,17.27,8.56,7.26,9.87,50.54,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,70 to 74,13.33,13.03,13.64,6.34,5.10,7.58,47.54,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,75 to 79,10.20,9.91,10.50,4.52,3.23,5.81,44.30,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,80 to 84,7.62,7.34,7.91,3.20,2.01,4.39,41.96,,,,,,,,,,,,,,,,
