"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2017-2019",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,30 to 34,50.97,50.18,51.76,36.78,34.16,39.40,72.16,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,35 to 39,46.08,45.30,46.85,32.86,30.31,35.42,71.32,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,40 to 44,41.56,40.83,42.28,29.33,26.85,31.81,70.57,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,45 to 49,36.89,36.20,37.58,25.73,23.32,28.15,69.76,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,5 to 9,75.91,75.11,76.70,58.04,55.01,61.07,76.47,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,50 to 54,32.24,31.57,32.91,22.25,19.90,24.60,69.02,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,55 to 59,27.99,27.35,28.63,19.05,16.71,21.38,68.05,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,60 to 64,23.62,23.01,24.23,15.89,13.60,18.19,67.28,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,65 to 69,19.45,18.87,20.03,12.97,10.70,15.24,66.68,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,70 to 74,15.47,14.92,16.02,10.24,7.93,12.55,66.18,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,75 to 79,11.87,11.34,12.39,7.78,5.32,10.25,65.60,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,80 to 84,8.58,8.06,9.09,5.54,2.94,8.14,64.62,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,85 to 89,6.45,5.92,6.98,4.00,1.65,6.34,62.02,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,90+,4.19,3.54,4.84,2.36,0.19,4.52,56.32,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,<1,76.60,75.55,77.64,62.78,60.38,65.19,81.96,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,1 to 4,76.10,75.15,77.06,62.20,59.78,64.62,81.72,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,10 to 14,67.10,66.15,68.06,53.25,50.84,55.67,79.36,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,15 to 19,62.18,61.24,63.12,48.43,46.02,50.83,77.88,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,20 to 24,57.25,56.31,58.18,43.72,41.33,46.10,76.36,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,25 to 29,52.54,51.64,53.44,39.30,36.97,41.63,74.80,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,30 to 34,48.02,47.17,48.87,35.29,33.01,37.58,73.50,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,35 to 39,43.34,42.53,44.16,31.10,28.87,33.33,71.75,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,40 to 44,38.82,38.05,39.58,27.21,25.04,29.38,70.10,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,45 to 49,34.26,33.53,34.99,23.28,21.18,25.38,67.94,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,5 to 9,72.10,71.15,73.06,58.20,55.78,60.62,80.71,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,50 to 54,30.15,29.47,30.83,19.79,17.73,21.86,65.65,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,55 to 59,25.81,25.16,26.46,16.29,14.26,18.32,63.13,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,60 to 64,21.49,20.86,22.12,13.08,11.12,15.04,60.88,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,65 to 69,17.61,17.02,18.21,10.33,8.40,12.26,58.65,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,70 to 74,13.69,13.12,14.27,7.67,5.75,9.59,56.01,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,75 to 79,10.46,9.89,11.03,5.68,3.62,7.75,54.33,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,80 to 84,7.83,7.25,8.42,4.20,1.86,6.55,53.64,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,85 to 89,5.70,5.02,6.37,3.01,1.03,4.99,52.92,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,90+,4.76,3.66,5.86,2.48,0.22,4.75,52.11,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,<1,81.44,80.92,81.95,62.53,60.32,64.74,76.78,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,1 to 4,80.62,80.13,81.10,61.80,59.59,64.01,76.66,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,10 to 14,71.66,71.18,72.14,53.98,51.94,56.02,75.33,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,15 to 19,66.69,66.21,67.16,49.63,47.70,51.56,74.42,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,20 to 24,61.78,61.32,62.25,45.37,43.56,47.18,73.43,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,25 to 29,56.92,56.47,57.37,41.19,39.47,42.90,72.36,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,30 to 34,52.06,51.63,52.50,37.04,35.40,38.68,71.15,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,35 to 39,47.28,46.86,47.70,33.01,31.49,34.53,69.82,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,40 to 44,42.61,42.22,43.00,29.12,27.68,30.56,68.35,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,45 to 49,37.89,37.52,38.26,25.29,23.92,26.65,66.74,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,5 to 9,76.66,76.18,77.14,58.34,56.20,60.49,76.11,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,50 to 54,33.22,32.87,33.57,21.59,20.29,22.89,65.00,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,55 to 59,28.58,28.24,28.92,18.03,16.79,19.26,63.07,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,60 to 64,24.24,23.92,24.55,14.79,13.59,15.98,61.01,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,65 to 69,20.04,19.75,20.34,11.76,10.59,12.92,58.65,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,70 to 74,16.13,15.86,16.41,9.03,7.88,10.18,55.97,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,75 to 79,12.35,12.10,12.61,6.54,5.43,7.66,52.98,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,80 to 84,8.96,8.72,9.20,4.46,3.43,5.50,49.80,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,85 to 89,6.06,5.83,6.29,2.82,1.99,3.65,46.49,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,90+,3.95,3.67,4.23,1.70,0.97,2.43,43.03,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,<1,78.19,77.59,78.80,62.39,60.57,64.22,79.80,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,1 to 4,77.53,76.97,78.09,61.71,59.88,63.55,79.60,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,10 to 14,68.53,67.97,69.09,53.18,51.41,54.96,77.60,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,15 to 19,63.56,63.00,64.12,48.49,46.75,50.22,76.29,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,20 to 24,58.69,58.14,59.24,43.92,42.22,45.61,74.83,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,25 to 29,53.86,53.32,54.39,39.43,37.80,41.06,73.21,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,30 to 34,49.09,48.57,49.61,35.07,33.52,36.63,71.45,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,35 to 39,44.50,44.01,44.99,30.94,29.46,32.43,69.54,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,40 to 44,40.12,39.68,40.56,27.06,25.64,28.48,67.45,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,45 to 49,35.76,35.37,36.16,23.31,21.98,24.65,65.19,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,5 to 9,73.53,72.97,74.09,57.92,56.11,59.73,78.77,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,50 to 54,31.33,30.96,31.70,19.63,18.35,20.91,62.66,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,55 to 59,26.95,26.61,27.30,16.16,14.92,17.40,59.96,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,60 to 64,22.64,22.31,22.96,12.93,11.75,14.11,57.13,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,65 to 69,18.54,18.23,18.84,10.04,8.92,11.16,54.19,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,70 to 74,14.70,14.41,14.99,7.47,6.37,8.57,50.82,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,75 to 79,11.18,10.90,11.46,5.25,4.14,6.37,46.98,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,80 to 84,8.18,7.91,8.45,3.50,2.45,4.56,42.81,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,85 to 89,5.76,5.48,6.05,2.21,1.34,3.07,38.25,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,90+,3.92,3.53,4.32,1.29,0.53,2.06,33.00,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,<1,79.48,78.89,80.08,57.88,55.74,60.02,72.82,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,1 to 4,79.00,78.47,79.53,57.36,55.21,59.51,72.60,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,10 to 14,70.10,69.58,70.62,49.44,47.37,51.50,70.52,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,15 to 19,65.13,64.62,65.65,45.07,43.07,47.08,69.20,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,20 to 24,60.16,59.64,60.67,40.76,38.82,42.70,67.76,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,25 to 29,55.20,54.68,55.71,36.52,34.63,38.42,66.17,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,30 to 34,50.27,49.76,50.78,32.42,30.56,34.27,64.48,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,35 to 39,45.56,45.06,46.06,28.55,26.75,30.35,62.67,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,40 to 44,40.95,40.47,41.43,24.92,23.18,26.66,60.85,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,45 to 49,36.37,35.91,36.83,21.41,19.73,23.08,58.87,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,5 to 9,75.07,74.54,75.59,53.84,51.72,55.96,71.72,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,50 to 54,31.95,31.52,32.38,18.15,16.53,19.77,56.82,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,55 to 59,27.69,27.28,28.09,15.15,13.59,16.71,54.71,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,60 to 64,23.38,22.99,23.77,12.27,10.77,13.78,52.50,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,65 to 69,19.39,19.02,19.75,9.65,8.26,11.05,49.80,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,70 to 74,15.69,15.35,16.02,7.26,5.89,8.64,46.30,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,75 to 79,12.03,11.71,12.35,5.17,3.83,6.51,42.99,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,80 to 84,9.08,8.79,9.37,3.60,2.43,4.76,39.58,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,85 to 89,6.51,6.22,6.81,2.36,1.39,3.34,36.29,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,90+,4.58,4.20,4.95,1.52,0.59,2.45,33.21,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,<1,73.92,73.27,74.57,56.84,54.95,58.74,76.89,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,1 to 4,73.59,73.00,74.18,56.47,54.56,58.38,76.73,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,10 to 14,64.62,64.03,65.21,48.46,46.63,50.29,74.99,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,15 to 19,59.62,59.03,60.21,44.00,42.22,45.77,73.79,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,20 to 24,54.69,54.11,55.28,39.58,37.86,41.31,72.37,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,25 to 29,49.85,49.27,50.43,35.26,33.56,36.96,70.73,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,30 to 34,45.12,44.54,45.69,31.11,29.44,32.77,68.94,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,35 to 39,40.73,40.18,41.29,27.26,25.64,28.88,66.92,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,40 to 44,36.53,36.01,37.06,23.71,22.12,25.30,64.90,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,45 to 49,32.56,32.08,33.03,20.49,18.95,22.03,62.93,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,5 to 9,69.62,69.03,70.21,52.92,51.04,54.80,76.00,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,50 to 54,28.51,28.07,28.95,17.23,15.74,18.72,60.43,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,55 to 59,24.51,24.09,24.92,14.15,12.72,15.59,57.75,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,60 to 64,20.54,20.15,20.94,11.35,10.00,12.69,55.24,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,65 to 69,16.77,16.40,17.14,8.91,7.65,10.17,53.11,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,70 to 74,13.39,13.05,13.74,6.70,5.43,7.96,50.01,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,75 to 79,10.32,9.99,10.65,4.79,3.44,6.14,46.42,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,80 to 84,7.71,7.40,8.03,3.35,2.12,4.57,43.43,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,85 to 89,5.70,5.36,6.04,2.19,1.15,3.23,38.44,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,90+,4.02,3.54,4.50,1.56,0.57,2.55,38.89,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,<1,79.81,79.23,80.39,58.24,56.07,60.41,72.97,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,1 to 4,79.00,78.44,79.55,57.44,55.26,59.62,72.71,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,10 to 14,70.03,69.48,70.58,49.23,47.14,51.32,70.30,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,15 to 19,65.07,64.52,65.61,44.83,42.81,46.85,68.90,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,20 to 24,60.16,59.63,60.70,40.59,38.65,42.53,67.46,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,25 to 29,55.22,54.69,55.75,36.41,34.51,38.31,65.94,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,30 to 34,50.41,49.90,50.93,32.46,30.63,34.29,64.39,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,35 to 39,45.71,45.22,46.20,28.71,26.95,30.48,62.82,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,40 to 44,41.06,40.59,41.53,25.12,23.44,26.81,61.18,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,45 to 49,36.55,36.11,36.99,21.75,20.15,23.35,59.51,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,5 to 9,75.00,74.44,75.55,53.74,51.59,55.88,71.65,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,50 to 54,31.93,31.51,32.35,18.45,16.92,19.98,57.78,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,55 to 59,27.50,27.09,27.90,15.40,13.92,16.88,56.01,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,60 to 64,23.03,22.64,23.42,12.46,11.04,13.89,54.11,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,65 to 69,18.89,18.53,19.26,9.85,8.46,11.23,52.11,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,70 to 74,15.02,14.67,15.36,7.52,6.14,8.90,50.08,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,75 to 79,11.50,11.17,11.83,5.50,4.09,6.92,47.86,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,80 to 84,8.68,8.37,9.00,3.93,2.58,5.29,45.32,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,85 to 89,6.19,5.87,6.52,2.61,1.48,3.74,42.15,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,90+,4.41,4.00,4.83,1.69,0.59,2.78,38.18,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,<1,75.88,75.24,76.52,59.33,57.47,61.19,78.19,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,1 to 4,75.05,74.43,75.66,58.50,56.63,60.36,77.95,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,10 to 14,66.12,65.51,66.73,49.95,48.13,51.76,75.54,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,15 to 19,61.12,60.51,61.73,45.19,43.42,46.97,73.94,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,20 to 24,56.24,55.64,56.84,40.57,38.84,42.31,72.14,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,25 to 29,51.57,50.99,52.14,36.18,34.48,37.89,70.17,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,30 to 34,47.00,46.46,47.55,31.99,30.35,33.62,68.05,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,35 to 39,42.32,41.80,42.85,27.82,26.24,29.39,65.72,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,40 to 44,37.89,37.40,38.38,23.95,22.42,25.47,63.19,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,45 to 49,33.50,33.04,33.96,20.21,18.75,21.66,60.32,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,5 to 9,71.12,70.51,71.73,54.73,52.88,56.57,76.95,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,50 to 54,29.29,28.87,29.72,16.73,15.33,18.14,57.12,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,55 to 59,24.94,24.53,25.34,13.38,12.03,14.73,53.65,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,60 to 64,20.86,20.48,21.24,10.43,9.12,11.74,49.99,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,65 to 69,16.84,16.48,17.20,7.81,6.54,9.07,46.35,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,70 to 74,13.28,12.95,13.62,5.58,4.33,6.83,42.03,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,75 to 79,10.03,9.70,10.35,3.75,2.45,5.05,37.44,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,80 to 84,7.40,7.08,7.72,2.42,1.12,3.73,32.77,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,85 to 89,5.24,4.89,5.59,1.48,0.45,2.51,28.25,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,90+,3.85,3.32,4.38,0.86,-0.06,1.79,22.44,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,<1,83.65,83.06,84.24,66.53,64.68,68.37,79.53,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,1 to 4,82.76,82.20,83.33,65.79,63.94,67.63,79.49,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,10 to 14,73.90,73.35,74.45,58.30,56.57,60.02,78.89,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,15 to 19,68.98,68.44,69.52,54.01,52.35,55.68,78.31,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,20 to 24,64.06,63.53,64.59,49.72,48.12,51.31,77.61,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,25 to 29,59.13,58.62,59.65,45.41,43.89,46.92,76.78,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,30 to 34,54.28,53.78,54.78,41.17,39.74,42.60,75.85,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,35 to 39,49.35,48.85,49.84,36.84,35.51,38.17,74.66,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,40 to 44,44.47,43.99,44.95,32.57,31.28,33.86,73.25,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,45 to 49,39.71,39.25,40.17,28.41,27.18,29.65,71.56,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,5 to 9,78.81,78.25,79.37,62.48,60.68,64.27,79.27,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,50 to 54,35.00,34.55,35.45,24.32,23.13,25.52,69.50,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,55 to 59,30.43,30.00,30.86,20.51,19.35,21.66,67.38,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,60 to 64,25.95,25.54,26.37,16.82,15.71,17.93,64.80,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,65 to 69,21.56,21.17,21.96,13.25,12.17,14.33,61.45,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,70 to 74,17.42,17.05,17.79,10.08,9.04,11.12,57.86,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,75 to 79,13.47,13.13,13.82,7.18,6.17,8.20,53.31,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,80 to 84,10.01,9.68,10.34,4.86,3.91,5.81,48.53,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,85 to 89,6.88,6.55,7.21,3.06,2.28,3.84,44.47,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,90+,4.51,4.11,4.90,1.86,1.15,2.57,41.26,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,<1,80.54,79.91,81.17,69.81,68.38,71.25,86.68,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,1 to 4,79.64,79.03,80.26,68.92,67.49,70.36,86.54,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,10 to 14,70.68,70.07,71.30,60.12,58.70,61.53,85.05,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,15 to 19,65.72,65.11,66.33,55.30,53.90,56.70,84.15,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,20 to 24,60.85,60.26,61.45,50.59,49.21,51.97,83.13,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,25 to 29,55.97,55.39,56.56,45.90,44.55,47.26,82.01,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,30 to 34,51.18,50.62,51.75,41.40,40.10,42.71,80.90,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,35 to 39,46.37,45.83,46.92,36.89,35.64,38.14,79.55,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,40 to 44,41.62,41.09,42.15,32.47,31.25,33.68,78.00,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,45 to 49,37.12,36.63,37.61,28.34,27.17,29.52,76.36,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,5 to 9,75.64,75.03,76.26,64.99,63.57,66.42,85.92,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,50 to 54,32.55,32.08,33.02,24.22,23.07,25.37,74.40,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,55 to 59,27.93,27.47,28.38,20.18,19.09,21.27,72.25,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,60 to 64,23.53,23.09,23.97,16.39,15.35,17.43,69.66,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,65 to 69,19.19,18.77,19.61,12.87,11.88,13.86,67.04,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,70 to 74,15.32,14.92,15.72,9.74,8.78,10.70,63.58,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,75 to 79,11.69,11.31,12.07,6.94,6.01,7.87,59.40,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,80 to 84,8.92,8.56,9.29,4.94,4.06,5.82,55.38,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,85 to 89,6.21,5.82,6.60,3.30,2.56,4.03,53.06,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,90+,4.21,3.68,4.75,2.18,1.50,2.87,51.87,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,<1,82.72,82.15,83.29,64.61,62.47,66.75,78.11,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,1 to 4,81.89,81.35,82.42,63.82,61.67,65.96,77.93,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,10 to 14,72.89,72.35,73.42,55.54,53.45,57.62,76.19,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,15 to 19,67.93,67.40,68.46,51.01,48.97,53.06,75.10,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,20 to 24,62.93,62.40,63.46,46.54,44.55,48.54,73.96,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,25 to 29,58.00,57.48,58.52,42.21,40.32,44.09,72.77,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,30 to 34,53.12,52.61,53.63,37.97,36.18,39.76,71.49,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,35 to 39,48.17,47.67,48.68,33.72,31.98,35.45,69.99,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,40 to 44,43.49,43.01,43.97,29.74,28.06,31.41,68.37,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,45 to 49,38.72,38.25,39.18,25.79,24.16,27.41,66.60,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,5 to 9,77.89,77.35,78.42,60.13,58.01,62.25,77.20,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,50 to 54,33.91,33.46,34.37,21.92,20.35,23.49,64.63,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,55 to 59,29.24,28.79,29.68,18.27,16.74,19.79,62.48,,,,,,,,,,,,,,,,
