"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2019-2021",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,50 to 54,27.55,27.03,28.07,15.90,14.40,17.39,57.70,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,55 to 59,23.63,23.15,24.11,12.82,11.40,14.24,54.26,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,60 to 64,19.70,19.24,20.15,10.11,8.78,11.44,51.32,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,65 to 69,16.17,15.75,16.60,7.83,6.50,9.15,48.40,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,70 to 74,12.77,12.37,13.17,5.76,4.50,7.03,45.15,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,75 to 79,9.63,9.24,10.01,4.11,2.81,5.40,42.65,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,80 to 84,7.17,6.80,7.54,2.83,1.57,4.09,39.45,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,85 to 89,4.98,4.60,5.37,1.85,0.85,2.85,37.16,,,,,,,,,,,,,,,,
West Dunbartonshire,S12000039,Male,90+,3.67,3.07,4.27,1.42,0.44,2.39,38.58,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,<1,80.60,80.12,81.07,59.54,56.30,62.78,73.87,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,1 to 4,79.79,79.34,80.24,58.87,55.63,62.11,73.79,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,5 to 9,75.87,75.43,76.31,55.69,52.59,58.79,73.40,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,10 to 14,70.87,70.43,71.31,51.58,48.71,54.45,72.78,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,15 to 19,65.91,65.47,66.35,47.46,44.82,50.10,72.01,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,20 to 24,61.03,60.60,61.46,43.41,41.03,45.80,71.13,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,25 to 29,56.09,55.67,56.52,39.37,37.12,41.61,70.18,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,30 to 34,51.26,50.84,51.67,35.39,33.30,37.48,69.05,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,35 to 39,46.40,46.00,46.81,31.41,29.42,33.41,67.70,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,40 to 44,41.60,41.20,42.00,27.53,25.61,29.46,66.18,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,45 to 49,36.90,36.51,37.28,23.78,21.93,25.63,64.45,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,50 to 54,32.23,31.85,32.60,20.14,18.40,21.88,62.48,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,55 to 59,27.67,27.30,28.03,16.69,15.01,18.37,60.31,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,60 to 64,23.32,22.97,23.68,13.53,11.91,15.15,58.02,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,65 to 69,19.20,18.86,19.53,10.62,9.10,12.13,55.30,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,70 to 74,15.22,14.90,15.54,7.94,6.52,9.37,52.21,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,75 to 79,11.71,11.40,12.02,5.72,4.38,7.05,48.83,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,80 to 84,8.85,8.54,9.15,4.04,2.93,5.15,45.62,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,85 to 89,6.44,6.12,6.77,2.76,1.81,3.71,42.87,,,,,,,,,,,,,,,,
West Lothian,S12000040,Female,90+,4.61,4.18,5.04,1.88,0.95,2.82,40.91,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,<1,77.24,76.71,77.78,61.45,58.88,64.03,79.56,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,1 to 4,76.59,76.09,77.09,60.82,58.24,63.41,79.41,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,5 to 9,72.61,72.11,73.11,57.20,54.67,59.73,78.78,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,10 to 14,67.63,67.13,68.13,52.66,50.21,55.10,77.86,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,15 to 19,62.67,62.17,63.16,48.14,45.79,50.49,76.82,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,20 to 24,57.76,57.27,58.25,43.70,41.45,45.96,75.66,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,25 to 29,52.99,52.51,53.47,39.38,37.23,41.53,74.32,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,30 to 34,48.23,47.76,48.69,35.13,33.05,37.21,72.84,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,35 to 39,43.57,43.12,44.02,31.04,29.10,32.99,71.25,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,40 to 44,38.98,38.55,39.41,27.10,25.21,29.00,69.53,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,45 to 49,34.51,34.10,34.93,23.36,21.53,25.20,67.69,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,50 to 54,30.05,29.65,30.44,19.75,18.00,21.51,65.74,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,55 to 59,25.66,25.27,26.04,16.32,14.63,18.01,63.62,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,60 to 64,21.46,21.08,21.84,13.15,11.53,14.76,61.27,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,65 to 69,17.60,17.24,17.97,10.30,8.78,11.82,58.50,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,70 to 74,13.99,13.65,14.34,7.76,6.30,9.22,55.45,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,75 to 79,10.67,10.32,11.02,5.56,4.12,7.00,52.07,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,80 to 84,8.19,7.83,8.56,3.93,2.69,5.17,47.95,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,85 to 89,6.25,5.81,6.69,2.68,1.58,3.78,42.79,,,,,,,,,,,,,,,,
West Lothian,S12000040,Male,90+,5.07,4.39,5.74,1.86,0.66,3.07,36.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,
1) HLE estimates are based on the five point response general health question in the annual population survey (APS). Those answered as in 'good' or 'very good' health were classified as being in health.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
© Crown Copyright 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
