"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2019-2021",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,40 to 44,40.93,40.22,41.64,24.67,21.99,27.36,60.28,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,45 to 49,36.22,35.54,36.90,21.04,18.49,23.59,58.08,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,50 to 54,31.56,30.90,32.22,17.58,15.17,19.98,55.69,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,55 to 59,27.44,26.83,28.06,14.64,12.31,16.97,53.35,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,60 to 64,23.22,22.64,23.81,11.78,9.54,14.03,50.74,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,65 to 69,19.13,18.58,19.67,9.15,7.00,11.30,47.84,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,70 to 74,15.15,14.64,15.66,6.76,4.71,8.81,44.64,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,75 to 79,11.58,11.09,12.06,4.77,2.67,6.87,41.21,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,80 to 84,8.41,7.94,8.88,3.17,1.09,5.25,37.66,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,85 to 89,6.16,5.68,6.63,2.14,0.37,3.91,34.77,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Female,90+,3.85,3.30,4.40,1.28,-0.21,2.76,33.21,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,<1,75.39,74.39,76.38,61.25,58.30,64.20,81.25,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,1 to 4,74.50,73.52,75.47,60.34,57.38,63.30,81.00,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,5 to 9,70.50,69.52,71.47,56.34,53.38,59.30,79.92,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,10 to 14,65.50,64.52,66.47,51.34,48.38,54.30,78.38,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,15 to 19,60.57,59.60,61.53,46.39,43.43,49.36,76.60,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,20 to 24,55.70,54.76,56.65,41.68,38.74,44.62,74.82,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,25 to 29,50.89,49.96,51.82,37.18,34.42,39.94,73.06,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,30 to 34,46.26,45.36,47.15,33.28,30.63,35.93,71.95,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,35 to 39,41.74,40.89,42.58,29.22,26.64,31.79,70.00,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,40 to 44,37.48,36.70,38.26,25.63,23.17,28.09,68.38,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,45 to 49,33.13,32.40,33.86,21.79,19.38,24.19,65.76,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,50 to 54,29.01,28.34,29.69,18.27,15.94,20.60,62.98,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,55 to 59,24.71,24.06,25.36,14.78,12.52,17.03,59.81,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,60 to 64,20.60,19.97,21.22,11.82,9.74,13.90,57.40,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,65 to 69,16.94,16.35,17.52,9.36,7.44,11.27,55.24,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,70 to 74,13.41,12.85,13.97,7.03,5.29,8.78,52.45,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,75 to 79,10.52,9.96,11.08,5.48,3.69,7.27,52.12,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,80 to 84,7.70,7.12,8.27,4.18,2.44,5.92,54.29,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,85 to 89,5.97,5.29,6.65,3.40,1.85,4.95,56.91,,,,,,,,,,,,,,,,
Clackmannanshire,S12000005,Male,90+,4.88,3.84,5.92,2.92,1.19,4.65,59.88,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,<1,81.17,80.61,81.73,59.21,56.55,61.86,72.94,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,1 to 4,80.56,80.07,81.06,58.61,55.94,61.27,72.74,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,5 to 9,76.56,76.07,77.06,55.06,52.45,57.66,71.91,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,10 to 14,71.63,71.15,72.12,50.68,48.17,53.19,70.75,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,15 to 19,66.63,66.15,67.12,46.27,43.87,48.67,69.43,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,20 to 24,61.70,61.22,62.17,42.01,39.73,44.28,68.09,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,25 to 29,56.84,56.38,57.30,37.94,35.82,40.06,66.76,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,30 to 34,51.96,51.51,52.41,33.87,31.90,35.84,65.18,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,35 to 39,47.20,46.77,47.63,29.97,28.12,31.81,63.49,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,40 to 44,42.44,42.03,42.86,26.14,24.43,27.84,61.58,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,45 to 49,37.87,37.49,38.25,22.53,20.91,24.14,59.48,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,50 to 54,33.32,32.97,33.67,19.08,17.57,20.59,57.27,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,55 to 59,28.82,28.49,29.16,15.78,14.38,17.18,54.74,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,60 to 64,24.45,24.13,24.76,12.75,11.43,14.06,52.14,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,65 to 69,20.17,19.87,20.46,9.85,8.62,11.08,48.83,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,70 to 74,16.30,16.02,16.57,7.31,6.16,8.45,44.82,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,75 to 79,12.49,12.23,12.74,5.03,3.92,6.13,40.25,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,80 to 84,8.99,8.75,9.24,3.22,2.25,4.20,35.83,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,85 to 89,6.15,5.92,6.39,1.99,1.22,2.76,32.35,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Female,90+,4.16,3.86,4.46,1.29,0.59,2.00,31.13,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,<1,77.43,76.82,78.04,62.31,59.93,64.69,80.47,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,1 to 4,76.60,76.01,77.19,61.52,59.14,63.90,80.31,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,5 to 9,72.72,72.14,73.29,57.86,55.51,60.21,79.57,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,10 to 14,67.72,67.14,68.29,53.19,50.89,55.49,78.55,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,15 to 19,62.72,62.14,63.29,48.55,46.31,50.79,77.41,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,20 to 24,57.88,57.32,58.44,44.07,41.89,46.25,76.15,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,25 to 29,53.12,52.58,53.66,39.72,37.62,41.82,74.77,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,30 to 34,48.39,47.87,48.91,35.44,33.48,37.40,73.25,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,35 to 39,43.92,43.43,44.41,31.43,29.60,33.27,71.58,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,40 to 44,39.44,38.99,39.90,27.53,25.80,29.27,69.80,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,45 to 49,35.17,34.77,35.57,23.88,22.31,25.46,67.92,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,50 to 54,30.68,30.30,31.05,20.26,18.80,21.72,66.03,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,55 to 59,26.42,26.07,26.76,16.89,15.49,18.29,63.94,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,60 to 64,22.31,21.98,22.63,13.73,12.44,15.03,61.57,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,65 to 69,18.26,17.96,18.56,10.73,9.52,11.94,58.76,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,70 to 74,14.61,14.33,14.89,8.17,7.02,9.32,55.92,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,75 to 79,11.15,10.88,11.42,5.91,4.76,7.05,52.97,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,80 to 84,8.14,7.87,8.40,4.02,2.98,5.06,49.42,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,85 to 89,5.72,5.44,6.00,2.57,1.71,3.42,44.91,,,,,,,,,,,,,,,,
Dumfries and Galloway,S12000006,Male,90+,4.06,3.66,4.46,1.57,0.76,2.37,38.62,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,<1,79.11,78.54,79.69,59.46,56.76,62.16,75.16,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,1 to 4,78.35,77.81,78.90,58.73,56.02,61.44,74.96,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,5 to 9,74.42,73.89,74.96,55.19,52.53,57.86,74.16,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,10 to 14,69.49,68.96,70.02,50.79,48.19,53.38,73.09,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,15 to 19,64.52,63.99,65.04,46.41,43.90,48.92,71.94,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,20 to 24,59.54,59.02,60.06,42.09,39.68,44.51,70.70,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,25 to 29,54.61,54.09,55.13,37.85,35.48,40.23,69.31,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,30 to 34,49.73,49.21,50.24,33.78,31.46,36.09,67.92,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,35 to 39,44.93,44.42,45.43,29.84,27.62,32.06,66.43,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,40 to 44,40.29,39.80,40.79,26.23,24.09,28.38,65.11,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,45 to 49,35.80,35.33,36.26,22.78,20.72,24.84,63.63,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,50 to 54,31.63,31.20,32.05,19.68,17.73,21.63,62.23,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,55 to 59,27.26,26.85,27.67,16.61,14.78,18.44,60.93,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,60 to 64,23.11,22.73,23.50,13.78,12.03,15.54,59.64,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,65 to 69,19.18,18.82,19.54,11.05,9.40,12.71,57.64,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,70 to 74,15.38,15.04,15.71,8.35,6.70,10.00,54.31,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,75 to 79,11.95,11.64,12.27,6.19,4.52,7.85,51.75,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,80 to 84,8.94,8.64,9.23,4.42,3.09,5.75,49.46,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,85 to 89,6.60,6.31,6.89,3.17,2.00,4.33,48.00,,,,,,,,,,,,,,,,
Dundee City,S12000042,Female,90+,4.56,4.19,4.93,2.19,1.07,3.31,47.94,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,<1,73.54,72.90,74.18,55.89,53.38,58.40,76.00,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,1 to 4,73.17,72.60,73.74,55.46,52.93,57.99,75.79,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,5 to 9,69.23,68.66,69.80,51.88,49.38,54.38,74.93,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,10 to 14,64.26,63.69,64.83,47.42,44.99,49.86,73.80,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,15 to 19,59.26,58.69,59.83,43.02,40.66,45.38,72.59,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,20 to 24,54.36,53.80,54.91,38.76,36.49,41.04,71.32,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,25 to 29,49.52,48.97,50.07,34.65,32.44,36.86,69.97,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,30 to 34,44.81,44.27,45.36,30.71,28.61,32.82,68.54,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,35 to 39,40.11,39.58,40.65,26.88,24.89,28.88,67.02,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,40 to 44,35.79,35.28,36.30,23.41,21.50,25.32,65.40,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,45 to 49,31.59,31.11,32.07,20.12,18.30,21.94,63.69,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,50 to 54,27.59,27.15,28.02,17.07,15.38,18.76,61.89,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,55 to 59,23.71,23.31,24.12,14.23,12.62,15.83,59.99,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,60 to 64,19.84,19.45,20.22,11.50,10.00,12.99,57.95,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,65 to 69,16.21,15.85,16.57,9.03,7.63,10.43,55.72,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,70 to 74,12.96,12.63,13.29,6.92,5.58,8.25,53.37,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,75 to 79,9.93,9.61,10.25,5.05,3.66,6.43,50.80,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,80 to 84,7.51,7.20,7.82,3.60,2.35,4.85,47.89,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,85 to 89,5.75,5.42,6.09,2.57,1.47,3.68,44.74,,,,,,,,,,,,,,,,
Dundee City,S12000042,Male,90+,4.04,3.57,4.50,1.64,0.60,2.68,40.68,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,<1,79.33,78.74,79.91,59.91,57.39,62.44,75.53,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,1 to 4,78.47,77.90,79.04,59.02,56.49,61.55,75.22,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,5 to 9,74.51,73.95,75.07,55.05,52.52,57.59,73.89,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,10 to 14,69.51,68.95,70.07,50.12,47.60,52.64,72.10,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,15 to 19,64.54,63.99,65.10,45.40,42.93,47.86,70.33,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,20 to 24,59.64,59.10,60.19,40.91,38.53,43.28,68.58,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,25 to 29,54.73,54.19,55.27,36.63,34.35,38.91,66.93,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,30 to 34,49.85,49.32,50.38,32.53,30.33,34.72,65.24,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,35 to 39,45.27,44.76,45.77,28.74,26.62,30.86,63.49,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,40 to 44,40.59,40.11,41.07,25.09,23.07,27.10,61.80,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,45 to 49,36.19,35.74,36.63,21.73,19.82,23.64,60.05,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,50 to 54,31.74,31.32,32.15,18.50,16.68,20.32,58.30,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,55 to 59,27.24,26.84,27.64,15.39,13.65,17.13,56.49,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,60 to 64,22.89,22.50,23.27,12.54,10.93,14.15,54.77,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,65 to 69,18.85,18.49,19.21,9.99,8.46,11.52,53.01,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,70 to 74,14.93,14.59,15.27,7.61,6.13,9.09,50.93,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,75 to 79,11.54,11.21,11.86,5.64,4.11,7.17,48.86,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,80 to 84,8.64,8.32,8.95,4.06,2.64,5.49,47.06,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,85 to 89,6.34,6.03,6.66,2.93,1.69,4.16,46.13,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Female,90+,4.28,3.89,4.68,1.96,0.82,3.11,45.84,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,<1,74.93,74.28,75.58,56.84,53.63,60.06,75.86,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,1 to 4,74.10,73.47,74.73,56.16,52.95,59.37,75.79,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,5 to 9,70.14,69.52,70.76,52.93,49.87,56.00,75.47,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,10 to 14,65.14,64.52,65.76,48.79,45.97,51.62,74.90,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,15 to 19,60.14,59.52,60.76,44.60,42.02,47.18,74.15,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,20 to 24,55.26,54.65,55.88,40.45,38.12,42.77,73.20,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,25 to 29,50.55,49.95,51.14,36.44,34.19,38.69,72.09,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,30 to 34,46.11,45.55,46.67,32.68,30.63,34.74,70.88,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,35 to 39,41.62,41.09,42.15,28.91,26.90,30.91,69.45,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,40 to 44,37.09,36.59,37.59,25.17,23.31,27.02,67.84,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,45 to 49,32.75,32.28,33.21,21.54,19.76,23.31,65.77,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,50 to 54,28.64,28.21,29.06,18.12,16.42,19.83,63.29,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,55 to 59,24.48,24.08,24.88,14.82,13.18,16.46,60.54,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,60 to 64,20.51,20.13,20.88,11.83,10.23,13.43,57.70,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,65 to 69,16.59,16.24,16.94,9.16,7.60,10.71,55.20,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,70 to 74,13.25,12.92,13.58,6.87,5.32,8.42,51.86,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,75 to 79,10.02,9.70,10.33,4.86,3.23,6.48,48.48,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,80 to 84,7.37,7.07,7.67,3.36,1.68,5.04,45.57,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,85 to 89,5.25,4.91,5.58,2.30,0.91,3.68,43.78,,,,,,,,,,,,,,,,
East Ayrshire,S12000008,Male,90+,3.77,3.27,4.27,1.55,0.25,2.86,41.21,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,<1,83.50,82.93,84.06,65.63,63.36,67.89,78.60,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,1 to 4,82.62,82.08,83.16,64.86,62.59,67.12,78.50,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,5 to 9,78.62,78.08,79.16,61.41,59.20,63.62,78.11,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,10 to 14,73.62,73.08,74.16,57.11,54.99,59.22,77.57,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,15 to 19,68.62,68.08,69.16,52.74,50.72,54.77,76.86,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,20 to 24,63.66,63.12,64.19,48.46,46.53,50.38,76.13,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,25 to 29,58.86,58.35,59.37,44.34,42.46,46.21,75.32,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,30 to 34,54.04,53.56,54.52,40.26,38.51,42.02,74.51,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,35 to 39,49.07,48.60,49.55,36.05,34.45,37.65,73.45,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,40 to 44,44.30,43.84,44.76,31.98,30.44,33.53,72.19,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,45 to 49,39.49,39.05,39.93,27.90,26.45,29.36,70.66,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,50 to 54,34.75,34.32,35.18,23.88,22.49,25.26,68.71,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,55 to 59,30.13,29.72,30.54,20.14,18.82,21.46,66.85,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,60 to 64,25.64,25.25,26.03,16.52,15.26,17.78,64.43,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,65 to 69,21.27,20.90,21.64,12.97,11.75,14.19,60.97,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,70 to 74,17.07,16.72,17.42,9.79,8.63,10.96,57.37,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,75 to 79,13.10,12.77,13.42,6.87,5.72,8.03,52.45,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,80 to 84,9.58,9.27,9.88,4.54,3.54,5.55,47.46,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,85 to 89,6.57,6.27,6.87,2.90,2.08,3.72,44.13,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Female,90+,4.27,3.90,4.63,1.84,1.10,2.57,43.10,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,<1,80.04,79.40,80.67,66.43,64.31,68.54,83.00,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,1 to 4,79.21,78.60,79.82,65.63,63.51,67.75,82.86,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,5 to 9,75.21,74.60,75.82,61.84,59.77,63.92,82.23,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,10 to 14,70.21,69.60,70.82,57.11,55.10,59.11,81.34,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,15 to 19,65.24,64.64,65.85,52.47,50.55,54.39,80.42,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,20 to 24,60.45,59.86,61.03,47.97,46.14,49.80,79.36,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,25 to 29,55.54,54.97,56.12,43.42,41.64,45.21,78.18,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,30 to 34,50.72,50.16,51.28,39.06,37.35,40.77,77.02,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,35 to 39,46.01,45.48,46.54,34.78,33.18,36.37,75.59,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,40 to 44,41.33,40.82,41.83,30.55,29.01,32.09,73.92,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,45 to 49,36.68,36.20,37.16,26.46,24.99,27.93,72.14,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,50 to 54,32.25,31.80,32.69,22.57,21.15,23.98,69.98,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,55 to 59,27.64,27.22,28.07,18.69,17.36,20.02,67.61,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,60 to 64,23.21,22.80,23.62,15.02,13.76,16.27,64.70,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,65 to 69,18.95,18.56,19.34,11.71,10.54,12.88,61.79,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,70 to 74,14.93,14.56,15.30,8.64,7.54,9.73,57.84,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,75 to 79,11.36,11.01,11.71,6.02,4.96,7.07,53.00,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,80 to 84,8.52,8.19,8.84,4.12,3.17,5.06,48.34,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,85 to 89,5.84,5.51,6.17,2.67,1.91,3.44,45.83,,,,,,,,,,,,,,,,
East Dunbartonshire,S12000045,Male,90+,3.86,3.41,4.31,1.73,1.05,2.41,44.80,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,<1,82.74,82.14,83.34,68.41,65.80,71.01,82.68,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,1 to 4,82.02,81.48,82.57,67.64,65.03,70.26,82.47,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,5 to 9,78.02,77.48,78.57,63.64,61.03,66.26,81.57,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,10 to 14,73.02,72.48,73.57,58.70,56.09,61.30,80.38,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,15 to 19,68.06,67.52,68.60,53.88,51.29,56.46,79.16,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,20 to 24,63.14,62.61,63.67,49.23,46.69,51.77,77.97,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,25 to 29,58.22,57.70,58.74,44.73,42.31,47.14,76.82,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,30 to 34,53.28,52.76,53.80,40.30,37.98,42.61,75.63,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,35 to 39,48.39,47.88,48.89,35.92,33.67,38.17,74.24,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,40 to 44,43.63,43.14,44.12,31.75,29.56,33.93,72.77,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,45 to 49,38.79,38.31,39.27,27.62,25.49,29.74,71.20,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,50 to 54,34.11,33.65,34.57,23.69,21.62,25.76,69.46,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,55 to 59,29.44,29.00,29.89,19.90,17.87,21.93,67.58,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,60 to 64,24.94,24.50,25.37,16.37,14.41,18.32,65.64,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,65 to 69,20.64,20.23,21.06,13.06,11.18,14.95,63.28,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,70 to 74,16.64,16.25,17.03,10.00,8.12,11.88,60.07,,,,,,,,,,,,,,,,
